Scenario,Crossing,Country,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
SSP119,San_Diego_Crossing,Mexico,43052.85376362066,48665.73354840226,52675.70559971998,51685.7495385746,57685.85943939946,52549.80963784693,64964.76400046136,56862.30656306166,49787.535358945446,38977.359284383165,34362.865066513725,51700.62287117603,44881.00578501687,42315.77833063973,60474.27116963775,46324.91821888786,52221.55252023896,56779.43108429836,57404.59416276607,41591.919153393625,36779.1502619984,66901.28624637098,54425.53864363238,42197.87539739621,55519.0446373901,54753.39282603587,54716.89050289923,55503.051330858754,49746.7906380501,41458.59128606706,47779.73262749543,48586.13868143898,53612.22826547783,52441.99328723681,48469.24059778121,48582.48867636753,30295.39715783873,35486.34072489015,47670.24242905217,37216.125249573655,41961.03113939015,41071.65850257813,50657.74422491945,32203.8706066176,43032.62758102477,26440.029342078076,39585.097251290455,32395.603099931363,44980.87444304632,35584.00795384375,27677.57572041627,45757.979830618766,28310.90451402952,44679.4622938065,12391.993625353423,46433.34827799489,37669.22543899097,19765.829155778098,27709.80210386104,34963.50925172739,38504.62757747885,36343.98328998859,32243.9748943477,26631.03754739404,42088.23880509733,20157.32796224072,32359.546775626462,33917.597013325445,29462.172428187543,31339.004636936308,26133.542632010118,34943.56135829777,36124.66476934217,26577.405172829865,25539.567545468348,25650.566154501004,24121.380106035595,17094.811820928862
SSP245,San_Diego_Crossing,Mexico,52912.00831713864,52331.53559812762,38583.70718613002,48119.54873507911,51179.61637234141,50303.88157994066,66975.22323580676,54465.85518719344,76014.65973941825,57290.43513216567,45744.25707643292,47720.15928796766,30296.933191588003,53859.2610498451,8438.423973610428,55737.05445045846,73250.61066635772,73914.74960392676,31950.939303629508,59360.9010557455,35594.15385138497,66506.25186287306,44429.572464008685,43709.67043256369,61467.74055298883,78424.09212691836,37829.96977817846,64058.88323673615,96532.89711214474,62723.13855040513,73818.33292444359,96991.5914880778,83504.68042912763,70080.82012543248,78638.09344851192,86634.06126749136,67599.70896162631,68187.46934201648,88579.83077346507,47675.5807261129,74265.37005214657,75835.28691277033,83965.04535875456,78779.3044672907,97554.90100382446,70074.31053260958,92318.72382370546,109786.14534063773,101004.460968569,83694.00858077592,83071.50202492825,80029.48681213745,78312.05006746974,61089.766215480384,70214.49633585576,74417.6792919702,98632.55683672929,86657.32608060211,92382.9541026322,88575.61549475322,104172.01866468498,89074.49400401546,80031.8922788993,111644.72510692148,105308.6923878772,98125.31903113666,82017.95707085315,55822.986877522526,115814.298255762,87008.61670865776,79833.4450761779,93189.2396996058,116502.9527912066,83598.45954475566,80527.22568928564,101018.52041963035,77936.61719104872,84924.79814147929
SSP370,San_Diego_Crossing,Mexico,49271.67626746203,47727.83619708724,43536.58718271479,56344.70580513607,73052.52148544262,89217.663820356,77220.197471285,78659.92359741902,87998.66283567021,61795.25467885882,65342.90057243023,48309.44377335972,81307.46720322741,75328.0799485019,87737.72258553792,77105.80978455668,56458.32136004569,55714.61742927448,84114.24618304727,66491.71814987401,56224.16523963878,64746.392612859614,75287.83790745595,86543.90166442699,90027.40930007694,91931.11431330325,72108.32561653607,110102.76482662233,102465.7902536961,90294.1043813346,100285.59823034811,90553.89544657836,114663.5390197939,102532.79246099944,129343.06608584987,116634.16544323738,116260.7348596164,108220.73548868632,117385.71008490874,100587.88177947908,95599.22591307442,99090.46653017568,101312.13354543904,119574.73337876702,109954.93138541364,130241.29795273564,116216.42581957576,112977.69816752827,118665.56039812898,123834.40310895252,148253.3659402297,143720.95597946589,156999.42182664547,153380.413439687,130175.58256102582,116674.7336415232,150725.35231132412,130457.23485920049,134321.9329922851,123353.40805753102,137355.58999232235,155620.9191132212,179475.82917979796,122480.14376421724,152177.54875806326,142855.693991225,136624.30251743167,147365.8955672445,169202.9523562311,174883.53648664188,141383.37800841025,162432.12557060164,176396.09747939731,159646.03170646232,154337.13943171146,146402.67251353202,159037.93625644827,154061.56218411354
SSP585,San_Diego_Crossing,Mexico,35517.796340534376,33057.292364294524,51729.76772577808,53086.52501796726,38336.961920067326,44629.41491564293,50206.00221423432,47272.639720375104,50260.72131023365,47196.74010820847,42394.30847375903,38908.40065326981,32071.70010200312,48724.37797189057,49123.95385301643,38880.26633537275,39309.53682929016,37948.4852886916,37207.26180497238,37158.97526658818,40044.06541461236,36257.26471387327,37110.52917271489,31071.072592728517,31524.21154123167,33909.75560824139,24635.65358042221,27584.83146871197,32671.45765624074,29554.665149187316,28192.861846239448,20946.82669585712,24722.755227631624,19025.16257592417,24862.799350260164,23388.4196355262,33134.65680371375,25838.065635350627,23274.006395514432,22916.181709865057,20441.39424899119,20399.68563116213,8996.968511706555,15342.796634072283,17741.496542192283,19255.37216535506,20763.79751148649,13293.737181055489,15471.231017936228,15761.0495960851,18159.18568244312,17420.969248120673,16080.21529094923,6053.787092211857,10245.252262482592,6703.526087568465,5842.396509158857,9797.056539445235,10834.878655004864,4345.8681902229655,-1348.717412087863,5146.335536585501,-4197.492449117895,1581.6948025711406,-8156.620475852032,8909.150804896966,-6555.338287050675,-5009.7007046360295,-2466.474484890709,468.2319781777049,-1168.1525227994518,-3549.9093929651244,-5765.150902792776,-11426.658961740724,-15510.7816715712,-4743.275352054619,273.6248775897868,-17986.480450283303
SSP119,Rio_Grande_Crossing,El_Salvador,42489.765616311626,41069.73950718602,43733.20246333101,42934.18225319029,43491.43011552385,43990.26491641846,42510.88754724141,46524.49988925746,46155.33780861639,42670.62209209331,42731.76684463611,44590.33697374685,47541.37820024415,42666.45609622083,43095.904991034695,43612.15765312653,46898.4621142374,43594.73714743818,44603.258542382726,43907.88888330087,44036.25760599129,43587.91972070429,43329.0163726536,44174.33200026772,43320.365984429896,43269.04927720514,42703.191817891886,44643.18127006974,47260.42774673829,43922.805256157095,44920.88409263211,44585.00766711267,41781.26097828623,40440.28830007448,43793.08248894057,45250.797063051,42019.313389414034,43438.521029168085,44256.42494079968,43372.68131682608,41660.01882308947,40050.3134292634,41556.73274873563,41384.75554169499,42304.80072835669,41352.07911074255,42023.95036877682,44569.28188223524,42381.156648182856,40385.72925088849,43936.80967694357,43175.0726638386,39381.9343512682,42776.62114774444,42106.21573000383,39973.811335284925,44235.06731975613,41836.41847530824,42593.869763299816,42558.91034492773,42863.21170308333,41027.80835608571,40264.07257202367,40562.86711223636,40821.15594713558,38839.06728663629,40314.56684314014,42168.2828142123,40917.662741508415,41262.46980497747,39275.241447731445,45117.28051177183,40953.39058228907,41331.11617968353,39262.26454315031,40191.48775971686,40979.04298579638,42381.85254545374
SSP245,Rio_Grande_Crossing,El_Salvador,43027.905248950265,42584.418242877626,43047.6323760388,43245.14542602249,43401.11998553151,43783.08455018376,43609.98430021296,43628.59835794351,43642.6673129374,44383.06242794075,44613.820327323,44211.262674244885,44208.0649245124,43923.89079786897,43744.6523163672,43949.32273174293,44155.07085189124,43739.51045644795,44372.486519659695,44567.89101682742,43965.4425567949,44099.52330956469,44389.96496782133,43916.09137283404,44218.87977924643,43924.31517289316,43915.63518583915,44759.12681936136,44232.57454652162,43715.75675918231,43213.45284372626,44491.37664243317,43522.297704431854,43468.41268783981,44588.218453713205,45098.71102668146,44606.20016763738,43920.54587065003,44427.54761728959,44977.762982474334,43953.32281887137,44204.83824930866,44543.5423386865,44753.97613175919,44171.11378455061,43783.280858637394,44323.36345612314,45239.48301997338,43963.1527941376,44234.40662176886,44920.553358490135,44699.237534127366,44641.46340900809,44557.3089453245,44155.92271047747,45250.43755674149,44154.51745267698,44907.49359948232,45079.32916184037,43838.77404878232,45062.39089829554,45172.11786604085,44223.31617761982,45196.53066605372,46484.950372111256,44766.714332776406,45091.302832469526,46003.48643106328,45042.50199303885,44843.24397396764,45404.388671248525,44814.907811034245,45378.75848442895,45721.738250350296,44806.04084114008,45721.22327040544,45425.37010399796,45582.32865482109
SSP370,Rio_Grande_Crossing,El_Salvador,38651.41625813732,49030.22899470693,48174.1292002576,42906.27845217116,40786.16865930273,45631.11001687804,47452.4860493617,41805.4323017495,48214.71955455143,47089.88411325507,54234.25549048974,44288.14351163467,44434.35023705856,52335.70337672671,57094.83447807134,46045.29517946956,45626.79208588136,46417.198836555865,53101.80883056272,47156.19948191548,43583.54636832852,51625.36484444074,51711.66461712262,49206.20980431364,51886.57854699055,55173.76110369725,48677.32824306287,53975.71093387388,51631.728947623495,47201.329330884015,54617.19581341292,48367.68997641332,43067.61587484606,55805.32050987385,61510.678814260384,55366.74451656538,54815.43135835459,55466.886023991625,57529.6701632156,53527.43167974344,59492.624152114855,59247.61088154917,55594.84445820322,49998.52914010504,46936.90992799165,64001.35639352349,56654.03116846035,48940.67713258741,52801.64901674551,60455.98611799019,61305.9437622522,59783.390245396986,55869.18738787105,57853.81654268573,60405.024827073474,57883.81439667857,61474.092308640014,61166.50164167366,64348.37970344169,59926.34747683256,54337.06432703538,58605.45689871209,61986.99513135715,58150.68021387464,60481.30985205938,64998.94383187507,66385.39360715622,66651.68128242993,59356.69675307594,63194.07971824946,65272.44144548212,61338.03223093917,60624.26708349495,65019.32769937946,65477.70928849737,65452.20648667121,68056.73462944299,64566.50921011916
SSP585,Rio_Grande_Crossing,El_Salvador,34358.44661526931,38960.38857303268,46604.47422730379,39295.84271663723,43081.1553949321,50052.68312450673,41479.46276680203,29925.393707399027,42898.095066385256,46435.865939954885,46635.927527367545,37126.412065465855,38969.74185316962,49989.21353352638,49879.98844988296,44277.04481312064,48782.37686163415,41548.64895930335,43324.16061513559,40876.27842678655,50172.74217965988,52563.56560907315,44354.516248052,42514.86035681988,47475.01251360637,51972.80921413414,50264.85321083168,43137.969794865705,53206.18814293431,56347.734673911,52470.94806528285,58288.55534211721,47024.42847834421,46476.69112908348,51473.95768639669,58023.73086453117,44530.940483068094,54469.37089717351,56701.38967948453,51489.94673433904,56221.5641581852,59466.69360699561,53524.09697147349,53458.62189329948,52082.67107289072,56172.65923914596,60238.12940747746,65691.45321974797,62342.02850224054,58049.11073619151,61230.35842894376,72511.88027059523,56728.006697829085,57213.06189413489,63365.03617935102,63415.85288949403,58299.22036751233,64943.69150093015,67541.6807660108,66990.79431609932,64862.65831168207,63063.37838950781,64174.42980803119,65137.698431729885,58979.27593375087,66508.08201062829,68753.14706706388,69596.8623339144,70989.64579279974,71544.4310749437,72111.81275969058,70398.6832338905,71820.14600227379,68402.34081349285,68417.73014131493,77722.17911369553,70926.06373393904,69157.37507522924
SSP119,San_Diego_Crossing,El_Salvador,1256.5541184088845,1363.2215458459923,1168.9523709767077,1229.8541792911535,1190.804524769979,1156.05967625141,1267.101051128317,973.3313358398868,1002.554341322315,1261.3810289743997,1258.892163980934,1123.940329924077,908.4778014805164,1269.7570683049291,1240.1256799891742,1204.0972056583762,963.9271349414848,1209.4155375142695,1137.1088517034193,1190.372034282795,1182.929035007004,1217.9869765586045,1239.0843600961716,1178.8052782074028,1243.7563698217846,1249.5554588431128,1293.2741169404562,1152.3220085950531,961.4588010448656,1209.4453138049173,1137.9082022515165,1164.678189788326,1373.3202186363003,1474.1617284525676,1229.0916341433242,1123.6812306643994,1363.8457425733486,1261.2731441687642,1203.0141947058005,1270.1597754136883,1398.393318956027,1519.0393413038291,1410.0395953897712,1424.730874463965,1358.9445267953286,1431.1735062116,1383.6765717551452,1198.1132056732513,1361.3864271250595,1510.458598607383,1250.775611854939,1308.9297995783368,1590.4859831701524,1342.3285733827854,1393.7519925029492,1552.9188138154,1240.898765257546,1419.686723985502,1365.882887997301,1370.4765110919195,1350.0679892677788,1487.3470364845855,1545.6485255306984,1525.645833881385,1508.628248629128,1656.7174092435373,1549.9963246073942,1415.4022223342738,1509.585111133939,1486.1914829127425,1634.659418356989,1206.1420604283644,1515.0211363090607,1489.2015454872314,1643.6847859672405,1577.2220546738936,1521.1996803966397,1419.8355540682055
SSP245,San_Diego_Crossing,El_Salvador,1631.9677037705474,1958.856886817712,1657.7194202222931,1540.61983982094,1452.2918996825344,1207.4319561733532,1347.0377211298974,1353.852548538959,1363.815541887676,870.6886359516382,730.5620067442367,1029.1014686750066,1051.0242470625224,1267.5653456268656,1411.4227573678988,1289.3656269945614,1166.5620242850152,1474.1078372287209,1055.3847500211705,939.7456589732664,1376.739511611007,1303.5763192592467,1122.1097275195011,1470.0461849158137,1280.0276166286449,1503.765682173596,1529.48573288008,964.9490113901238,1349.373361133438,1727.0551183616672,2094.6838405403187,1229.2376292614056,1920.1781251449725,1977.2094448234564,1221.2837073937392,887.3988239620967,1248.2443844769516,1742.8707697677444,1411.4038075990354,1050.004927514359,1779.2913827557063,1624.787047246573,1409.8914769723235,1283.842342366226,1707.2698716763744,1995.6102496222247,1641.2298322638476,1026.387366377311,1930.145502547632,1761.9693639242682,1306.417603520577,1479.419891692661,1539.1450028452823,1617.1424585755,1914.8705375321308,1176.4625585140616,1955.259602837332,1453.4184437590468,1354.1043781508076,2233.082878290948,1405.2523816930868,1348.957841373665,2025.8532979748984,1371.4640259288558,498.7478232016644,1708.5920725359415,1503.473667100062,891.3574480066308,1576.6912875389044,1734.415234307958,1365.4461510745716,1793.4579941886009,1422.6146162849566,1204.757498155103,1858.723271907186,1244.5299123999584,1469.160499216464,1380.1509973797813
SSP370,San_Diego_Crossing,El_Salvador,742.480904813526,1631.9700033830231,1557.7800382231508,1105.1703909633843,922.559468501173,1337.3785618895674,1492.8501442435609,1007.7142097930968,1556.7156907611588,1459.474819256512,2071.5284315909603,1217.6390778536174,1229.422350667286,1906.4063729242043,2313.865057661936,1365.328789366862,1328.6738542139055,1395.713638858349,1968.3310367937424,1457.5863776396154,1150.3829776239113,1839.415469643019,1846.0601999028504,1630.3961560207904,1859.5481776682784,2140.749894099568,1582.758130453402,2036.471333454343,1834.6576851037212,1453.8807396960997,2089.2219520145018,1552.410451435707,1097.036833292604,2188.860816968576,2677.4825141093947,2149.7264540489514,2101.679683100567,2156.8007977204384,2332.979255863442,1988.9280009223169,2499.837076539578,2478.0632995403016,2163.988148709665,1683.204323108658,1419.8350580135727,2882.7870326469174,2251.8096400674403,1589.4359815423882,1919.854704365991,2575.6508282768577,2647.7986143604026,2516.4433176989323,2179.943353375554,2349.418036834654,2567.491269112726,2350.4757809037283,2657.675621251528,2630.534243337922,2902.7034250869096,2522.644195875512,2042.4635572904824,2407.8289506473816,2697.1240624829325,2367.304967007406,2566.4579787083526,2953.202152378388,3071.367763085958,3093.45102684335,2466.9631781296307,2795.3585521021737,2972.873184014749,2634.640011430264,2572.658856884929,2948.8892518081125,2987.4494469639826,2984.504267197635,3207.151031406979,2907.017899451981
SSP585,San_Diego_Crossing,El_Salvador,443.7676986201989,801.9449104089191,1397.6232080805596,825.9383178627872,1120.361032827372,1663.5325282667748,993.1208012096524,89.99330720214253,1101.6782575429063,1376.7753083414125,1391.2963775602805,647.787806258441,790.5993248778608,1649.7950387023502,1640.1700032157569,1201.6486853481797,1552.283532067083,986.446389388891,1123.9633257765288,931.7586171097968,1656.4385767205831,1841.993090869524,1200.0123045528685,1055.2920083396475,1441.4347995781436,1791.481359382405,1657.042913572849,1099.547152520177,1884.4782286723807,2128.64192424276,1824.882211836796,2277.9667857205427,1397.4751673241904,1353.6153455661083,1742.6556693692628,2252.900658392125,1198.4165996890647,1973.2150922666824,2146.3716791995785,1738.4149396882665,2106.7159546498547,2358.966400196139,1893.9282691611083,1887.7188099401253,1779.2001099816707,2097.408933181568,2413.7036288084446,2838.348481550016,2575.7600727672907,2239.512874030342,2486.7760514047363,3366.4301012160317,2133.080479256621,2169.851086411362,2649.039794582141,2651.909270730412,2251.354409861536,2768.992497125124,2970.72051122587,2926.614838219878,2759.3728116177385,2617.804679618794,2703.447002697389,2777.5518779276267,2295.66415600904,2882.342541926828,3056.5176554582126,3121.288963669579,3228.926193034423,3271.140649250028,3314.3385104572744,3179.4961661690127,3289.372397970183,3021.4455049471226,3021.549154556402,3746.852522688676,3215.179923068284,3076.0000603347485
SSP119,Tucson_Crossing,El_Salvador,1490.330474005755,1543.934095252835,1447.2687624971616,1478.0198903547891,1458.861496883862,1441.8526548142563,1497.6403523804156,1351.290660803308,1366.2233719939602,1495.8058296441232,1494.903612250608,1427.8576567650782,1320.6096861746944,1501.3505665262458,1486.8950672873968,1469.2452626141849,1349.6598877169215,1472.5820384064305,1436.817159493602,1463.754034480592,1460.3780316755024,1478.224345708306,1489.0996285206277,1459.3405842144205,1492.1136713859996,1495.3499408733787,1517.5208761262952,1447.4787582126696,1352.514152927453,1476.683703906415,1441.3031023390747,1455.0109294909844,1559.5343011819048,1610.228822836976,1488.1966820289915,1435.901872926682,1556.1656049487772,1505.2878185579534,1476.5375022836497,1510.406380323221,1574.7787737442322,1635.36243271208,1581.275330053083,1588.9518041808992,1556.442775121048,1592.8499851575675,1569.4735473865646,1477.1553521017167,1559.0243734094504,1633.8022768262392,1504.473369704137,1533.8525073517044,1674.784656444173,1551.210903004098,1577.2291149620312,1657.047656371579,1501.5848875895742,1591.2010002256686,1564.6752895217269,1567.3096245734012,1557.4594491468772,1626.3486024607475,1655.8012931939743,1646.15376402386,1637.9968106508916,1712.283859802154,1659.3345783458117,1592.467251782599,1639.8368737491746,1628.496122525507,1702.972308182752,1489.338055144214,1643.9135510848646,1631.3614255728835,1708.8412790751297,1675.9945062545958,1648.360996015615,1598.086645143877
SSP245,Tucson_Crossing,El_Salvador,1313.647298294569,1219.789462279311,1307.7561566234306,1342.4407135859394,1368.7953852140329,1440.4687674657948,1400.8327062077155,1399.6419081710203,1397.5396618800232,1541.090605175894,1582.4418893180612,1496.791785778394,1491.226975758428,1429.3168105124985,1388.449824292424,1424.5696773461134,1460.9056469961836,1372.6480497393136,1494.6578062002775,1528.9195263437805,1403.1844923623623,1425.1487083531135,1478.468623566584,1378.5172391707642,1434.3130988688577,1370.3192877426045,1363.6551019932222,1527.8804166450393,1417.3651590543918,1308.801998111487,1203.1493639394066,1454.4931578670537,1255.2361974342805,1239.5068601041016,1459.1425907931914,1556.590226256796,1452.9014341996526,1310.4807895215768,1407.2283951403824,1512.6418064553704,1302.2830304302554,1347.7969081461913,1410.7950883280164,1448.0706953536549,1326.2633456021128,1243.566052515169,1346.9474980054883,1525.737191978616,1264.8658597363794,1314.337959896898,1447.0102514771256,1397.705321624447,1381.1960852725465,1359.396690496195,1273.9814963004198,1488.5455342548787,1263.852590065467,1409.92645971474,1439.461803859134,1185.7646029793625,1426.2179997241717,1443.2984504554047,1248.107770765403,1438.3469461598338,1691.7955278087543,1342.3069946766557,1402.4745172645812,1580.4749158422326,1382.841178975753,1337.959592068563,1445.564707562063,1322.4301200175305,1430.5778760954206,1494.4334753824533,1305.881333750843,1484.4831002488584,1420.2308888443245,1446.7828843212878
SSP370,Tucson_Crossing,El_Salvador,1286.956795606775,1621.3485880249902,1593.9767710730775,1424.5467988642,1356.4739245568749,1512.675341364443,1571.518109214882,1389.8778197993802,1596.451094491738,1560.4260034443312,1790.6689493790116,1470.599204608798,1475.501606376738,1730.1193263783484,1883.5576573203805,1527.9576092418797,1514.6763836955436,1540.3219933565188,1755.7606462460787,1564.5068817340964,1449.662186727786,1708.802883384807,1711.7762843358316,1631.2953200783968,1717.797609300646,1823.8392723251377,1614.8490188754588,1785.6512234413703,1710.3696759475065,1567.905587372411,1806.8906618235703,1605.8514459164198,1435.3838833721447,1845.7318743761623,2029.6386729018584,1831.9988551653776,1814.4411523250783,1835.6125119486044,1902.2286084995976,1773.551286535737,1965.8247319924503,1958.1298698817263,1840.705530395143,1660.699015817148,1562.3095863233304,2111.9784431635785,1875.5894990617608,1627.4144459567424,1751.932096003275,1998.5959121907115,2026.1590575820237,1977.3274648258864,1851.4848855186813,1915.5843955655864,1997.927724631308,1916.9394302927524,2032.7407482676083,2023.0308971906263,2125.681760859381,1983.4871018188933,1803.7070227008328,1941.3435980653744,2050.423509033298,1927.0889174152464,2002.3296253452845,2147.9917613151174,2192.8299259093205,2201.5989281260254,1966.8953517513185,2090.6534398119925,2157.7711339008183,2031.2779109302533,2008.4892623382907,2150.2045422533074,2165.1589586793752,2164.5323224445983,2248.592548225523,2136.4020207622493
SSP585,Tucson_Crossing,El_Salvador,1330.0539767150888,1388.1226094813612,1484.3955040789256,1392.8871566811458,1440.700284801886,1528.5269711939306,1421.1374925147336,1276.3135151266558,1439.5049546354835,1484.2093696692086,1486.9977109712895,1367.8499240461138,1391.2749790757637,1529.9371045536088,1528.8413200086688,1458.753573554857,1515.6089466474605,1425.0412639093597,1447.6146360714629,1417.149210485454,1534.1732239718997,1564.4738879554743,1461.6577909099694,1438.8306753533018,1501.3978320551223,1558.1585737179994,1536.9853895674623,1447.7594957583312,1574.475462540142,1614.2039592614835,1565.793872262242,1639.1292382214026,1497.9464522637309,1491.3436834724168,1554.376935275881,1636.9070864219875,1467.7359958153877,1592.8220421508474,1621.128384063152,1555.957234726969,1615.6543755301914,1656.6837013079364,1582.3304784693971,1581.7841211806358,1564.780369575701,1616.419714758105,1667.751154691546,1736.511726607617,1694.7244272798932,1641.0884255046606,1681.3155027438204,1823.268542121141,1625.3252596492134,1631.6926463681486,1709.227105470288,1710.1411795000072,1646.1606912871096,1729.8800911471042,1762.7824132434837,1756.140096988999,1729.6901513241105,1707.370090741653,1721.598948174958,1733.9718996580864,1656.9082631830252,1751.7334381467003,1780.2036195492792,1791.075179841359,1808.8421228189493,1816.0852033652127,1823.4864737641549,1802.2483187812677,1820.375426155582,1777.7293819133176,1778.1985469823771,1895.3228415361457,1810.250843769229,1788.3149585432773
SSP119,Rio_Grande_Crossing,Crawler_Outputs,76231.77796141602,75593.31360478155,76489.33994119093,76358.32590260211,76454.3480609224,76424.5785216424,76210.82962367497,76470.05972430218,76901.60949522197,76033.95794611551,76511.52794399383,76400.50985557395,77243.88757526425,76720.45070667462,76358.92010496548,76426.74852745196,77260.33137035127,76375.97037073429,76761.14910855216,76644.42580443314,76828.28797469138,76723.02126067376,76504.9611398398,76691.60206402268,76818.62440732321,76484.97366226702,76381.95949295913,76829.6740416932,77525.81473033794,77201.35879893281,77040.3508350906,76879.0751507706,76544.63047602157,75841.01772587733,76919.6386598821,76886.7857192372,76335.28435918238,76574.38003353146,76974.25570240615,76836.37324880085,76824.79023852957,76258.40731260573,76564.50696032794,76536.26988998984,76923.12880459943,76837.99651685996,76714.74637212716,77171.76651539971,77000.09589114883,76401.08799389671,77087.3230248631,77194.61713847253,76208.27310029765,76722.85314629569,77065.12275374183,76439.93364010967,76882.98615983389,77061.98320278875,76902.57233007265,76840.14089250195,77214.23230984298,76764.70475660545,76396.46267947028,76819.91621387194,76655.07707767509,76095.44255413978,76573.67723734226,77024.81676184396,76799.90668947477,76899.81541059334,76546.88879113598,77416.82622857143,76920.32757909219,76992.36567529847,76842.29732408331,76927.74913940107,77005.06779123822,77132.58864853194
SSP245,Rio_Grande_Crossing,Crawler_Outputs,65734.2631777465,66360.88919831486,72531.55723101833,76435.7767363912,77470.71247454357,77089.94186996135,77657.75784890229,71490.85466522227,78738.5866031579,85173.96444960374,88461.38940850265,82748.16368880495,81597.69242951764,78771.458115948,78167.46785885935,77099.7184163665,75683.37406778811,75405.35947000534,82617.02986593213,86127.41597165994,77908.49472012125,78133.2736650425,81128.19944986959,77455.1005368663,76554.73352054357,76063.71024451489,75666.3952765738,81000.40968410413,76419.43883178117,75652.7192507171,65982.28862011239,72556.74252104404,67899.64174670231,68225.49641151936,73434.00631263187,84664.66447638394,80806.60475114163,68644.43789528008,75779.2028521557,80178.58998274698,68678.8439254352,72160.40664812367,72090.10136219827,78525.73771432163,73770.40478253653,69427.90541769142,72283.88440087148,80078.09734100578,65603.72645289924,69081.54084326423,80743.25722421895,76712.12794790188,75534.64284531756,74927.80902577667,65164.962615471886,81819.97466268462,73142.85209780767,72385.1802154555,76216.63037261697,65209.07912523243,70203.67557822789,79958.78333490809,72399.43931946678,74568.43946473631,91862.6067995253,75596.14530226913,76317.12589511875,86117.0843868422,74096.3201365637,72287.4349167277,78701.22753910374,69978.22021647365,71470.19399241562,79995.33173563262,71401.44799890507,76996.94089920928,79247.49958572458,81870.6942063315
SSP370,Rio_Grande_Crossing,Crawler_Outputs,36846.06988973764,118009.24694582632,114822.5484211904,71393.90089852063,59698.17169898304,87872.02036408089,104818.6907466641,102019.45220019508,125315.83179382142,113813.02425239746,143109.37519082124,89726.4012193372,83183.51250829906,134874.40351998984,169043.91243137978,113054.34052610854,94966.86890510123,112323.63253300446,133121.19165547696,104396.623359873,73289.09536544565,116511.37225072256,143547.62979772553,92707.12616976166,136921.49459857817,152252.58081628807,116254.11156756053,152107.64333259608,137759.5107776521,85756.62721518794,163012.33236350506,122558.34280951544,68280.81589817457,131861.1777002616,202842.0789740659,169665.22369707882,141192.85466403695,137619.2350485472,154471.60015132642,130618.57316674896,164690.0045871427,178777.87777337685,175148.21387731787,131304.62312351,91696.14776387904,167401.4741122156,160385.44234021724,94432.38290180762,125352.9402021157,166959.63292251874,188754.1335743496,193830.19422249807,167363.56376906208,153201.34733716067,185586.0614673429,190929.9491101348,187440.3959154992,192315.4515958363,215650.6310760108,181873.4553321559,164995.24684189446,164817.69507398122,208259.29909571656,168097.38646546335,181586.5558467696,218194.52985023867,203268.71009558009,235742.34063243456,182815.80421520275,179871.06609417827,190968.6535796509,212245.28352352863,182358.33529342417,197054.6122562236,205450.7576407918,215460.87052829404,226008.2540670233,224244.75693646047
SSP585,Rio_Grande_Crossing,Crawler_Outputs,70386.33353588454,70109.2292591628,79296.77390009857,76092.08928724707,75788.56401781685,82467.23388503684,78444.72998517095,63282.97882470965,73636.06988550948,83535.19007583111,82570.91608197113,73178.23346074884,76057.31827910048,85531.79937898462,83991.18949333139,81269.47167092211,83606.1424652375,74887.19515808129,81055.24575520231,76990.75934573606,85863.60309470772,86023.45277790622,85799.30243996045,78217.24149278118,82633.11006922284,89194.34086292078,84834.52149258611,77202.41739396326,87493.71020063142,91268.08603038,90491.7817261706,94752.03513369366,85496.04756373007,83567.96710280547,88075.41352685526,95287.20528931994,85880.08068479515,88718.75034057157,93094.53961451472,88716.91966010955,90666.90355266612,97500.85272872784,93860.5575962634,92895.72383560878,93290.89947928702,91252.7688665301,97432.2387062624,103101.08927589572,104562.50871006348,96354.06871964729,100156.76874920618,104471.09562909452,93726.4642453826,96233.416098637,98255.27404762933,100650.1605885905,104044.11890468062,98798.97237189418,103599.96050306944,105745.3030069663,104135.2820387738,103670.0961190426,101940.1731034316,100472.33290108552,101222.40069258522,103448.68547499146,105671.49970327076,108782.9996947699,109578.18468992002,110256.0425649072,106019.93165619476,108133.70331287212,111813.25464760343,109723.17767630104,102120.40535771904,107994.35448091984,111383.72270929364,108809.11160052392
